date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2014-01-10,64,64,12168,190.125,,0.000244140625,,,,,,,4608000,36500,,4608000,,,,,,,,4608000,0,0,0,,,,,,,,,,
2014-01-11,288,1258,274266,218.017488076312,,0.000263840903295618,0.09,,0,,0.54,,90576000,34732.98025,,90576000,,4.40829942,,,,,,95184000,6,12,21591999.78,,1809665.10333333,,23994.84,,21715981.24,,,,
2014-01-12,3733,1522,899162,590.776609724047,,0.946293277359545,0.00154488517745303,,0,,3.7,,30904000,8946.10109,,30904000,,5.81885018,,,,,,126088000,2395,4770,21668885.78856473,,9193.34253122754,,3710.981224345,,43852243.87395539,,,,
2014-01-13,7187,1416,1895378,1338.54378531073,,4.57554572504461,0.000794028905828172,,0,,5.00000002,,22656000,5559.511735,,22656000,,5.51600033,,,,,,148744000,6297,12569,26965915.70764501,,6318.89912740848,,2326.74087527,,79422243.13239713,,,,
2014-01-14,9626,1472,2524519,1715.02649456522,,6.18543363333262,0.00101671309192201,,0,,8.76,,23552000,4989.367135,,23552000,,4.18523213,,,,,,172296000,8616,17186,41167609.03746109,,6623.41843450876,,2071.820833905,,113830069.21546747,,,,
2014-01-15,7087,1488,1950176,1310.60215053763,,8.84358310895074,0.00168220798960702,,0,,10.3590368,,12120000,2398.81577,,12120000,,7.88713652,,,,,,184416000,6158,12279,23381869.88601482,,3896.49093687172,,1096.24768066,,47845012.2138479,,,,
2014-01-16,6440,1409,1811319,1285.53513129879,,10.130500577642,0.00191442017403658,,0,,10.7801,,11272000,2102.46935,,11272000,,11.240362,,,,,,195688000,5631,11231,17409403.71923175,,3248.14723594798,,1043.75585938,,36479941.6069318,,,,
2014-01-17,7245,1490,2023037,1357.74295302013,,12.3857059492145,0.00305249558658321,,0,,19.0201,,11920000,2095.68035,,11920000,,10.82727847,,,,,,207608000,6231,12441,19174532.22902218,,3070.35733162133,,1039.91162109,,38198315.56270099,,,,
2014-01-18,10343,1414,2643346,1869.41018387553,,15.2706859579944,0.00233573063011633,,0,,21.68492317,,11312000,1886.02216,,11312000,,11.94828022,,,,,,218920000,9284,18536,18322302.1259071,,2950.96662314876,,1023.855018605,,54699117.32668545,,,,
2014-01-19,15955,1515,4489574,2963.41518151815,,18.6884747682491,0.00493280678179072,,0,,71.84139797,,12120000,1914.733425,,12120000,,6.44420173,,,,,,231040000,14564,29023,35852384.7987544,,3459.88042623296,,822.28559077,,100416109.61055909,,,,
2014-01-20,13770,1305,4093370,3136.68199233716,,19.1304203334575,0.00336724186997869,,0,,41.07361633,,10440000,1578.018735,,10440000,,5.09757876,,,,,,241480000,12198,24269,47371509.35012421,,3997.59990191245,,834.27559118,,97017752.01951324,,,,
2014-01-21,14564,1425,4037572,2833.38385964912,,10.0822929146686,0.00297261844500729,,0,,38.73024572,,11400000,1645.444455,,11400000,,7.17576402,,,,,,252880000,13029,25985,35240846.72496339,,3295.20904473669,,991.4335596,,85626007.02748302,,,,
2014-01-22,16075,1431,4457564,3114.99930118798,,10.7645350234219,0.00315665267965077,,0,,47.0025584,,11448000,1580.808795,,11448000,,8.01296954,,,,,,264328000,14890,29718,32987520.86804975,,3101.33972242003,,934.49706403,,92165613.87087835,,,,
2014-01-23,17666,1508,5445317,3610.95291777188,,14.1842443611362,0.0037228207491214,,0,,60.38042973,,12064000,1593.157475,,12064000,,4.32558855,,,,,,276392000,16219,32315,63896969.57160951,,3992.18698661307,,920.17435959,,129007522.47240147,,,,
2014-01-24,16338,1431,4886185,3414.52480782669,,23.5811903069731,0.00352997573322565,,0,,52.45190942,,11448000,1451.68165,,11448000,,7.11169812,,,,,,287840000,14859,29629,40474158.95975188,,3171.2661498089,,725.50989486,,93961444.75268798,,,,
2014-01-25,15545,1466,4619883,3151.35266030014,,22.3883470275187,0.00367443464784675,,0,,51.02319952,,11728000,1428.964415,,11728000,,6.52855241,,,,,,299568000,13886,27688,45885822.92229252,,3695.31728733499,,771.41098541,,102315945.05173124,,,,
2014-01-26,15730,1378,4604351,3341.32873730044,,22.8838365630913,0.00343913817951782,,0,,48.92861888,,11024000,1295.513115,,11024000,,8.0718925,,,,,,310592000,14227,28365,38478213.13878887,,3795.77976729077,,863.65692139,,107667293.09920264,,,,
2014-01-27,13455,1438,3732244,2595.44089012517,,18.242677634584,0.00391176641055426,,0,,47.14460878,,11504000,1303.63619,,11504000,,14.25551612,,,,,,322096000,12052,24051,22594481.83586395,,2643.47907302092,,794.65518551,,63578315.1852262,,,,
2014-01-28,10793,1390,3250621,2338.57625899281,,20.2392321271506,0.00460161262317909,,0,,42.96065545,,11120000,1218.068875,,11120000,,10.29732267,,,,,,333216000,9336,18566,32359479.3262055,,3960.89152834877,,989.82094375,,73537912.11532321,,,,
2014-01-29,10391,1482,3038275,2050.11808367072,,18.0701044844681,0.00277468885829416,,0,,24.78907026,,11856000,1254.068825,,11856000,,11.83075167,,,,,,345072000,8934,17803,29167377.48645668,,3654.8968631589,,1063.21845575,,65068128.85481796,,,,
2014-01-30,7661,1347,2491172,1849.42242019302,,17.7858113777707,0.00373560961586314,,0,,24.01996983,,10776000,1105.314535,,10776000,,10.04240394,,,,,,355848000,6430,12776,35434543.55801189,,4322.88580137452,,1115.17468631,,55229188.99836087,,,,
2014-01-31,6915,1470,2023903,1376.80476190476,,16.9873537303229,0.00379102970089208,,0,,21.6733168,,11760000,1167.6569,,11760000,,12.54688343,,,,,,367608000,5717,11365,29298749.92857814,,3996.27397278773,,1113.64115102,,45417653.7007325,,,,
2014-02-01,6991,1388,2687517,1936.25144092219,,19.0099048001724,0.00519310136173913,,0,,29.86033283,,11104000,1070.195695,,11104000,,14.21909084,,,,,,378712000,5750,11433,26634051.66133811,,3966.1026258082,,1071.10692036,,45344451.32086514,,,,
2014-02-02,7079,1378,2198981,1595.77721335269,,17.4896315297889,0.00320891734575286,,0,,18.77537539,,11024000,1032.432065,,11024000,,10.99299051,,,,,,389736000,5851,11643,35453137.1297409,,4535.67376654709,,1080.77941382,,52808849.66390777,,,,
2014-02-03,8710,1442,2561866,1776.60610263523,,14.768832007862,0.0036965784881996,,0,,27.41012949,,11536000,1049.32317,,11536000,,13.00622335,,,,,,401272000,7415,14765,30852307.31979414,,3453.37282399255,,1041.48981892,,50989049.74625003,,,,
